"eui","name","latitude","longitude","altitude"
"a840411ee4c44150","dragino-alpha","52.216327","6.900825","105"
"a840411eadfc4150","dragino-meander","52.236887101823","6.859867572784425","4"
"a840411ee8904150","dragino-ub","52.243762","6.853425","3"
"0000024b080301bf","kerlink-awm","52.23989","6.85014","54"
"1dee039aac75c307","utwente-enschede-macrocell","52.2165","6.9007","105"
"a840411eae004150","utwente-lg308-02","52.23923592912191","6.855506300926209","4"
"a840411da56c4150","utwente-rav-rooftop","52.23913","6.85565","6"
